Database	Submitter
NGDC	Sanmenxia Center for Disease prevention and control
NGDC	Sanmenxia Center for Disease prevention and control
NGDC	Sanmenxia Center for Disease prevention and control
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
NGDC	Shanghai Municipal Center for Disease Control & Prevention
